Name,Location,Height,Weight,Ranking,NationalRank,PositionRank,StateRank,State,Position,Year,School,Type,count,loc_inside_parens,location_name,Location_Clean,lat,long,School_Clean,School_City,college_lat,college_long,Date,disFromHS_m,miles_away,University
Pupu Sepulona,"St. Louis (Honolulu, HI)",6-2,260,91,NA,25,2,HI,Edge,2025,Utah,Commit,3,"Honolulu, HI",St. Louis,"St. Louis High School, Honolulu, HI",21.304547,-157.855676,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2025-01-01,4820331.822833341,2995,University of Utah
Christian Thatcher,"Arbor View (Las Vegas, NV)",6-2,205,89,NA,46,6,NV,LB,2025,Utah,Commit,1,"Las Vegas, NV",Arbor View,"Arbor View High School, Las Vegas, NV",36.1674263,-115.1484131,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2025-01-01,583740.0988352072,363,University of Utah
Daniel Bray,"North Crowley (Fort Worth, TX)",5-9,165,88,NA,45,83,TX,RB,2025,Utah,Commit,8,"Fort Worth, TX",North Crowley,"North Crowley High School, Fort Worth, TX",32.753177,-97.3327459,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2025-01-01,1570914.377620915,976,University of Utah
Mana Carvalho,"Kahuku (Kahuku, HI)",5-11,165,88,NA,45,8,HI,WR,2025,Utah,Commit,8,"Kahuku, HI",Kahuku,"Kahuku High School, Kahuku, HI",21.679124,-157.94838,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2025-01-01,4802930.580824098,2984,University of Utah
Karson Kaufusi,"Skyline (Salt Lake City, UT)",6-4,252,88,NA,75,7,UT,DL,2025,Utah,Commit,8,"Salt Lake City, UT",Skyline,"Skyline High School, Salt Lake City, UT",40.7596198,-111.886797,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2025-01-01,0,0,University of Utah
Bryson Baker,"Sanger (Sanger, CA)",6-1,185,88,NA,108,64,CA,WR,2025,Utah,Commit,8,"Sanger, CA",Sanger,"Sanger High School, Sanger, CA",36.708006,-119.5559652,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2025-01-01,803840.0709776524,499,University of Utah
Manny Fuller,"Del Valle (El Paso, TX)",6-0,185,88,NA,68,107,TX,ATH,2025,Utah,Commit,8,"El Paso, TX",Del Valle,"Del Valle High School, El Paso, TX",31.7601164,-106.4870404,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2025-01-01,1109684.8574001386,690,University of Utah
Raycine Guillory,"Aledo (Aledo, TX)",5-10,180,87,NA,60,117,TX,RB,2025,Utah,Commit,9,"Aledo, TX",Aledo,"Aledo High School, Aledo, TX",32.6979939,-97.6039938,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2025-01-01,1554958.8480947642,966,University of Utah
Wyatt Becker,"Sierra Canyon (Chatsworth, CA)",6-1.5,180,87,NA,47,79,CA,QB,2025,Utah,Commit,9,"Chatsworth, CA",Sierra Canyon,"Sierra Canyon High School, Chatsworth, CA",34.2572499,-118.6017022,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2025-01-01,933867.054117276,580,University of Utah
Byrd Ficklin,"Muskogee (Muskogee, OK)",6-1,185,87,NA,53,21,OK,QB,2025,Utah,Commit,9,"Muskogee, OK",Muskogee,"Muskogee High School, Muskogee, OK",35.6630196,-95.3927706,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2025-01-01,1548313.3022651619,962,University of Utah
Bear Tenney,"Lone Peak (American Fork, UT)",6-5.5,255,87,NA,56,10,UT,TE,2025,Utah,Commit,9,"American Fork, UT",Lone Peak,"Lone Peak High School, American Fork, UT",40.3768064,-111.7959146,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2025-01-01,43200.76940269919,27,University of Utah
Nick Hallock,"Bingham (South Jordan, UT)",6-5,250,87,NA,82,13,UT,OT,2025,Utah,Commit,9,"South Jordan, UT",Bingham,"Bingham High School, South Jordan, UT",40.5584882,-111.9367107,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2025-01-01,22730.4898375172,14,University of Utah
Nate Tilmon,"Mansfield Timberview (Arlington, TX)",6-0,185,87,NA,101,165,TX,S,2025,Utah,Commit,9,"Arlington, TX",Mansfield Timberview,"Mansfield Timberview High School, Arlington, TX",32.7355816,-97.1071186,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2025-01-01,1588692.7727373624,987,University of Utah
Jason Stokes Jr.,"Weiss (Pflugerville, TX)",6-1,175,86,NA,111,184,TX,CB,2025,Utah,Commit,10,"Pflugerville, TX",Weiss,"Weiss High School, Pflugerville, TX",30.4393696,-97.6200043,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2025-01-01,1722817.0642021147,1071,University of Utah
Drew Clemens,"Oak Park (Kansas City, MO)",6-4,215,86,NA,83,21,MO,TE,2025,Utah,Commit,10,"Kansas City, MO",Oak Park,"Oak Park High School, Kansas City, MO",39.100105,-94.5781416,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2025-01-01,1488522.5316566287,925,University of Utah
Soren Shinofield,"Cherry Creek (Englewood, CO)",6-6,275,86,NA,106,4,CO,OT,2025,Utah,Commit,10,"Englewood, CO",Cherry Creek,"Cherry Creek High School, Englewood, CO",39.6482059,-104.9879641,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2025-01-01,600013.3974493527,373,University of Utah
Rock Caldwell,"Garden City C.C.  (Garden City, KS)",6-3,180,86,40,5,7,KS,CB,2025,Utah,Commit,10,"Garden City, KS",Garden City C.C.,"Garden City C.C. High School, Garden City, KS",37.9716898,-100.8726618,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2025-01-01,997547.1519642266,620,University of Utah
Milz Asiata,"Aquinas (San Bernardino, CA)",6-5,330,85,NA,146,155,CA,DL,2025,Utah,Commit,6,"San Bernardino, CA",Aquinas,"Aquinas High School, San Bernardino, CA",34.8253019,-116.0833144,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2025-01-01,755049.4171992321,469,University of Utah
Semi Taulanga,"Mater Dei (Santa Ana, CA)",5-11,300,84,NA,209,166,CA,DL,2025,Utah,Commit,4,"Santa Ana, CA",Mater Dei,"Mater Dei High School, Santa Ana, CA",33.7494951,-117.873221,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2025-01-01,941422.6468535272,585,University of Utah
Sione Motuapuaka,"Bishop Gorman (Las Vegas, NV)",6-1,280,84,NA,215,17,NV,DL,2025,Utah,Commit,4,"Las Vegas, NV",Bishop Gorman,"Bishop Gorman High School, Las Vegas, NV",36.1674263,-115.1484131,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2025-01-01,583740.0988352072,363,University of Utah
Dillon Curtis,"Murray (Salt Lake City, UT)",6-2,185,81,NA,6,46,UT,K,2025,Utah,Commit,1,"Salt Lake City, UT",Murray,"Murray High School, Salt Lake City, UT",40.7596198,-111.886797,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2025-01-01,0,0,University of Utah
Max Fonoimoana,"Kahuku (Kahuku, HI)",6-3,220,88,NA,87,9,HI,LB,2025,Utah,Commit,8,"Kahuku, HI",Kahuku,"Kahuku High School, Kahuku, HI",21.679124,-157.94838,University of utah,"Salt Lake City, UT",40.7596198,-111.886797,2025-01-01,4802930.580824098,2984,University of Utah
Brendan Ferns,"St. Clairsville (Saint Clairsville, OH)",6-2,215,93,168,8,8,OH,OLB,2016,West Virginia,Commit,1,"Saint Clairsville, OH",St. Clairsville,"St. Clairsville High School, Saint Clairsville, OH",40.0806266,-80.9000916,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2016-01-01,95050.13802229507,59,West Virginia University
Kyzir White,"Lackawanna College (Scranton, PA)",6-3,210,91,12,1,1,PA,S,2016,West Virginia,Commit,1,"Scranton, PA",Lackawanna College,"Lackawanna College High School, Scranton, PA",41.4086874,-75.6621294,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2016-01-01,413967.75570643647,257,West Virginia University
Steven Smothers,"Franklin (Reisterstown, MD)",5-10,152,90,NA,52,9,MD,WR,2016,West Virginia,Commit,1,"Reisterstown, MD",Franklin,"Franklin High School, Reisterstown, MD",39.4586723,-76.8185376,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2016-01-01,270341.68774843,168,West Virginia University
Martell Pettaway,"Martin Luther King (Detroit, MI)",5-10,205,89,NA,17,11,MI,RB,2016,West Virginia,Commit,1,"Detroit, MI",Martin Luther King,"Martin Luther King High School, Detroit, MI",42.3315509,-83.046640300000007,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2016-01-01,397041.364981935,247,West Virginia University
Zach Sandwisch,"Central Catholic (Toledo, OH)",6-3,220,88,NA,33,16,OH,OLB,2016,West Virginia,Commit,3,"Toledo, OH",Central Catholic,"Central Catholic High School, Toledo, OH",41.6529143,-83.5378173,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2016-01-01,377144.08064149594,234,West Virginia University
Kennedy McKoy,"North Davidson (Lexington, NC)",6-0,190,88,NA,27,20,NC,RB,2016,West Virginia,Commit,3,"Lexington, NC",North Davidson,"North Davidson High School, Lexington, NC",35.8240265,-80.2533838,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2016-01-01,423207.2598369945,263,West Virginia University
Marcus Simms,"Sherwood (Sandy Spring, MD)",6-0,175,88,NA,80,15,MD,WR,2016,West Virginia,Commit,3,"Sandy Spring, MD",Sherwood,"Sherwood High School, Sandy Spring, MD",39.1495517,-77.0269221,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2016-01-01,257889.10707403935,160,West Virginia University
Cody Saunders,"Arnold (Panama City Beach, FL)",6-2,205,86,NA,29,98,FL,PRO,2016,West Virginia,Commit,3,"Panama City Beach, FL",Arnold,"Arnold High School, Panama City Beach, FL",30.1765914,-85.805386,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2016-01-01,1176414.3484073167,731,West Virginia University
Justin Crawford,"Northwest Mississippi C.C. (Senatobia, MS)",6-0,195,86,62,5,11,MS,RB,2016,West Virginia,Commit,3,"Senatobia, MS",Northwest Mississippi C.C.,"Northwest Mississippi C.C. High School, Senatobia, MS",34.6187807,-89.9646282,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2016-01-01,1047975.1871551556,651,West Virginia University
Sean Mahone,"Lakota West (West Chester, OH)",6-0,198,86,NA,74,30,OH,S,2016,West Virginia,Commit,3,"West Chester, OH",Lakota West,"Lakota West High School, West Chester, OH",39.3303357,-84.408275,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2016-01-01,384468.774032365,239,West Virginia University
Toyous Avery,"Coffeyville C.C. (Coffeyville, KS)",6-0,200,85,115,7,29,KS,S,2016,West Virginia,Commit,2,"Coffeyville, KS",Coffeyville C.C.,"Coffeyville C.C. High School, Coffeyville, KS",37.0372999,-95.6163634,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2016-01-01,1397211.3413872013,868,West Virginia University
Mike Daniels,"Globe Institute of Technology (New York, NY)",6-0,195,85,119,11,4,NY,CB,2016,West Virginia,Commit,2,"New York, NY",Globe Institute of Technology,"Globe Institute of Technology High School, New York, NY",40.7127281,-74.0060152,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2016-01-01,520773.2581991647,324,West Virginia University
Chase Behrndt,"Lafayette (Ballwin, MO)",6-4,295,84,NA,56,11,MO,OG,2016,West Virginia,Commit,1,"Ballwin, MO",Lafayette,"Lafayette High School, Ballwin, MO",38.5961694,-90.5387318,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2016-01-01,921901.9022209683,573,West Virginia University
Elijah Battle,"Dodge City C.C. (Dodge City, KS)",6-1,190,83,162,21,35,KS,CB,2016,West Virginia,Commit,1,"Dodge City, KS",Dodge City C.C.,"Dodge City C.C. High School, Dodge City, KS",37.7527982,-100.0170787,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2016-01-01,1754032.7297202158,1090,West Virginia University
Logan Thimons,"Freeport Area (Sarver, PA)",6-1,220,82,NA,110,34,PA,OLB,2016,West Virginia,Commit,4,"Sarver, PA",Freeport Area,"Freeport Area High School, Sarver, PA",40.7314538,-79.7458838,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2016-01-01,123639.86314893815,77,West Virginia University
Jacob Buccigrossi,"North Hills (Pittsburgh, PA)",6-4,275,82,NA,132,36,PA,OT,2016,West Virginia,Commit,4,"Pittsburgh, PA",North Hills,"North Hills High School, Pittsburgh, PA",40.4416941,-79.9900861,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2016-01-01,90209.22290416597,56,West Virginia University
Trevon Wesco,"Lackawanna College (Scranton, PA)",6-5,260,82,165,7,6,PA,TE,2016,West Virginia,Commit,4,"Scranton, PA",Lackawanna College,"Lackawanna College High School, Scranton, PA",41.4086874,-75.6621294,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2016-01-01,413967.75570643647,257,West Virginia University
Jacob Long,"Hamilton (Hamilton, OH)",6-0,180,81,NA,149,72,OH,CB,2016,West Virginia,Commit,1,"Hamilton, OH",Hamilton,"Hamilton High School, Hamilton, OH",39.2085354,-84.5501874,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2016-01-01,398332.56295170035,248,West Virginia University
Reese Donahue,"Cabell Midland (Ona, WV)",6-5,245,80,NA,89,5,WV,SDE,2016,West Virginia,Commit,2,"Ona, WV",Cabell Midland,"Cabell Midland High School, Ona, WV",38.4248088,-82.2132003,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2016-01-01,236836.2362618398,147,West Virginia University
Josh Sills,"Meadowbrook (Byesville, OH)",6-5,319,80,NA,98,78,OH,OG,2016,West Virginia,Commit,2,"Byesville, OH",Meadowbrook,"Meadowbrook High School, Byesville, OH",39.9697942,-81.5365108,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2016-01-01,140530.66328617677,87,West Virginia University
Jeffery Pooler,"Dunbar (Dayton, OH)",6-4,272,79,NA,116,82,OH,DT,2016,West Virginia,Commit,2,"Dayton, OH",Dunbar,"Dunbar High School, Dayton, OH",39.7589478,-84.1916069,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2016-01-01,363556.72558191564,226,West Virginia University
Adam Hensley,"Centerville (Dayton, OH)",6-3,225,79,NA,82,85,OH,OLB,2016,West Virginia,Commit,2,"Dayton, OH",Centerville,"Centerville High School, Dayton, OH",39.7589478,-84.1916069,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2016-01-01,363556.72558191564,226,West Virginia University
Dylan Tonkery,"Bridgeport (Bridgeport, WV)",6-0,185,78,NA,148,6,WV,S,2016,West Virginia,Commit,1,"Bridgeport, WV",Bridgeport,"Bridgeport High School, Bridgeport, WV",39.2864787,-80.2561981,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2016-01-01,46039.86048204616,29,West Virginia University
JoVanni Stewart,"Katy (Katy, TX)",5-9,185,76,NA,200,385,TX,S,2016,West Virginia,Commit,2,"Katy, TX",Katy,"Katy High School, Katy, TX",29.7857853,-95.8243956,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2016-01-01,1813500.1032154143,1127,West Virginia University
Jonn Young,"Davie County (Mocksville, NC)",6-1,190,76,NA,13,87,NC,K,2016,West Virginia,Commit,2,"Mocksville, NC",Davie County,"Davie County High School, Mocksville, NC",35.8940236,-80.5617846,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2016-01-01,418047.4880713521,260,West Virginia University
Craig Smith,"Tyler J.C.  (Tyler, TX)",6-7,305,82,173,17,14,TX,OT,2016,West Virginia,Commit,4,"Tyler, TX",Tyler J.C.,"Tyler J.C. High School, Tyler, TX",32.3512601,-95.3010624,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2016-01-01,1598852.9164418147,993,West Virginia University
Maverick Wolfley,"Morgantown (Morgantown, WV)",6-3,225,89,NA,1,1,WV,FB,2017,West Virginia,Commit,1,"Morgantown, WV",Morgantown,"Morgantown High School, Morgantown, WV",39.6296809,-79.9559437,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2017-01-01,0,0,West Virginia University
Kenny Robinson,"University Prep (Pittsburgh, PA)",6-2,200,88,NA,30,9,PA,OLB,2017,West Virginia,Commit,2,"Pittsburgh, PA",University Prep,"University Prep High School, Pittsburgh, PA",40.4416941,-79.9900861,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2017-01-01,90209.22290416597,56,West Virginia University
Derrek Pitts,"South Charleston (Charleston, WV)",6-1,174,88,NA,33,2,WV,S,2017,West Virginia,Commit,2,"Charleston, WV",South Charleston,"South Charleston High School, Charleston, WV",38.3505995,-81.6332812,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2017-01-01,203171.277237707,126,West Virginia University
Tevin Bush,"Landry-Walker (New Orleans, LA)",5-8,170,87,NA,11,21,LA,APB,2017,West Virginia,Commit,1,"New Orleans, LA",Landry-Walker,"Landry-Walker High School, New Orleans, LA",29.9559145,-90.0730259,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2017-01-01,1415371.7360445186,879,West Virginia University
Kelby Wickline,"Jones College (Ellisville, MS)",6-5,276,86,61,9,22,MS,OG,2017,West Virginia,Commit,1,"Ellisville, MS",Jones College,"Jones College High School, Ellisville, MS",31.6047734,-89.195641,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2017-01-01,1220686.3680016466,759,West Virginia University
Darius Stills,"Fairmont (Fairmont, WV)",6-3,280,85,NA,59,5,WV,DT,2017,West Virginia,Commit,3,"Fairmont, WV",Fairmont,"Fairmont High School, Fairmont, WV",39.4850848,-80.1425781,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2017-01-01,22693.7354705192,14,West Virginia University
Exree Loe,"Greater Johnstown (Johnstown, PA)",6-0,190,85,NA,98,17,PA,CB,2017,West Virginia,Commit,3,"Johnstown, PA",Greater Johnstown,"Greater Johnstown High School, Johnstown, PA",40.3267407,-78.9219698,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2017-01-01,117434.87667794226,73,West Virginia University
Eugene Brown,"Stephenson (Stone Mountain, GA)",6-0,190,85,NA,75,103,GA,S,2017,West Virginia,Commit,3,"Stone Mountain, GA",Stephenson,"Stephenson High School, Stone Mountain, GA",33.8062166,-84.1457505,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2017-01-01,746591.9912174623,464,West Virginia University
Reggie Roberson,"Horn (Mesquite, TX)",6-0,180,84,NA,149,148,TX,WR,2017,West Virginia,Commit,4,"Mesquite, TX",Horn,"Horn High School, Mesquite, TX",32.7666103,-96.599472,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2017-01-01,1675732.5080044728,1041,West Virginia University
Tyler Thurmond,"Buford (Buford, GA)",6-6,275,84,NA,112,131,GA,OT,2017,West Virginia,Commit,4,"Buford, GA",Buford,"Buford High School, Buford, GA",34.1206564,-84.0043513,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2017-01-01,709760.7137059812,441,West Virginia University
Dominique Maiden,"Riverside C.C. (Riverside, CA)",6-5,190,84,103,10,20,CA,WR,2017,West Virginia,Commit,4,"Riverside, CA",Riverside C.C.,"Riverside C.C. High School, Riverside, CA",33.9824949,-117.374238,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2017-01-01,3372328.006310628,2095,West Virginia University
David Sills V,"El Camino College (Torrance, CA)",6-3,198,84,105,11,22,CA,WR,2017,West Virginia,Commit,4,"Torrance, CA",El Camino College,"El Camino College High School, Torrance, CA",33.8371392,-118.3413606,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2017-01-01,3461339.256594208,2151,West Virginia University
Collin Smith,"Ligonier Valley (Ligonier, PA)",6-0,196,83,NA,93,22,PA,S,2017,West Virginia,Commit,5,"Ligonier, PA",Ligonier Valley,"Ligonier Valley High School, Ligonier, PA",40.2430966,-79.2376363,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2017-01-01,91696.50761080303,57,West Virginia University
Alec Sinkfield,"American Heritage Boca/Delray (Delray Beach, FL)",5-10,190,83,NA,75,203,FL,RB,2017,West Virginia,Commit,5,"Delray Beach, FL",American Heritage Boca/Delray,"American Heritage Boca/Delray High School, Delray Beach, FL",26.4614625,-80.0728201,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2017-01-01,1460491.7792140876,908,West Virginia University
Lamonte McDougle,"Deerfield Beach (Deerfield Beach, FL)",6-1,295,83,NA,86,220,FL,DT,2017,West Virginia,Commit,5,"Deerfield Beach, FL",Deerfield Beach,"Deerfield Beach High School, Deerfield Beach, FL",26.318342,-80.0996306,University of west-virginia,"Morgantown, WV",39.6296809,-79.9559437,2017-01-01,1476368.7583169953,917,West Virginia University
